Generation,Counter,Strategy,Short strategy,Simplified strategy,maxpath,graph-states,graph-actions,minCvg(%),maxCvg(%),abstract-states,test-actions,SUTRAM(KB),SUTCPU(%),TestRAM(MB),TestCPU(s),FAILS,random-actions, fitness,
0,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-most-executed-action:,25V5Y,25Y,20.72930986,32,100,1.552055897,75.00694993,14,100,5044,100,53.30621513,2.174,0,39.20135965,1.377126884,
0,0,random-least-executed-action:,X,X,24,40,100,1.619210526,75.49797368,13,100,6056,99.6,59.50390625,2.559,0,0,1.25,
0,0,random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:,25Y,25Y,20.72930986,32,100,1.552055897,75.00694993,14,100,5044,100,53.30621513,2.174,0,39.20135965,1.377126884,
0,0,previous-action:,T,T,14.13524181,13.13524181,1,1.89,2.44,1,100,4372,66.84,27.97662055,2.22,0,0,1.914932985,
0,0,random-unexecuted-action-of-type:hit-key-action:,26,26,19.65833333,25.90833333,93,1.901,66.67,10.45833333,100,4915.366667,95.11158333,49.13054362,2.637216667,0,98.28333333,1.481413746,
0,0,random-action:,U,U,25.55,38.22631579,97,1.67,66.67,14,100,5808,123.9646316,64.3671875,2.875,0,0,1.252190159,
0,0,random-action-of-type-other-than:hit-key-action:,W6,W6,28,38.44078947,95,1.447666667,62.39736112,13,100,6043.433333,113.3356708,61.51751473,2.37,0,2,1.226824973,
0,2,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,19,31,92,1.75,50,22,100,75268,510.48,213.9101563,8.082,0,99,1.414213562,
0,3,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,13,23,80,4.17,90.91,12,100,18652,133.33,86.90234375,1.731,0,100,1.524985703,
0,4,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,42,64,98,0.86,50,54,100,47588,109.86,80.5234375,2.521,0,98,1.27342908,
0,5,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,35,46,92,0.75,99.9,42,100,40564,83.19,114.2734375,1.67,0,98,1.111111111,
0,6,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,12,22,44,1.19,99.9,21,100,36532,229.41,54.25,1.74,0,100,1.216260639,
0,7,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,13,21,73,3.23,71.43,17,100,223552,2419.78,452.234375,45.703,0,86,1.293512061,
0,8,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,20,30,88,1.82,50,15,100,28056,351.8,198.6953125,2.586,0,100,1.414213562,
0,9,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,17,32,83,2,99.9,29,100,39020,194.48,157.0585938,2.425,0,100,1.386750491,
0,10,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,8,20,88,2.63,60,20,100,17116,158.53,58.1875,2.391,0,100,1.458649915,
0,11,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,6,5,27,16.67,91.67,5,100,14260,47,79.8359375,2.202,0,100,1.469635061,
0,12,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,6,10,39,6.45,99.9,10,100,16864,58.02,64.80078125,1.646,0,100,1.666666667,
0,13,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,15,22,63,1.96,87.5,14,100,25076,122.37,66.76171875,1.437,0,100,1.622214211,
0,14,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,18,40,95,1.12,32,20,100,79192,617.83,80.5234375,8.754,0,100,1.622214211,
0,15,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,21,25,64,3.03,75,19,100,36084,95.12,225.3085938,2.767,0,100,1.5430335,
0,16,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,10,23,77,4.17,99.9,16,100,25588,203.53,172.6484375,2.148,0,100,1.622214211,
0,17,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,7,15,46,1.96,99.9,12,100,16684,82.67,172.8242188,1.529,0,100,1.622214211,
0,18,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,18,27,38,1.39,99.9,24,100,36880,126.64,58.59765625,1.263,0,100,1.622214211,
0,19,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,27,45,93,1.85,50,32,100,58528,305.75,210.4648438,1.757,0,100,1.546104216,
0,20,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,8,18,81,4.65,75,17,100,18168,242.96,60.65625,2.236,0,100,1.622214211,
0,21,random-unexecuted-action-of-type:type-of-action-of:if-then-else:not:drag-actions-available:random-action-of-type:type-action:if-then-else:drag-actions-available:random-most-executed-action:random-most-executed-action:,25GIDV3GDYY,25GIDV3Y,15,23,77,2.63,90.91,19,100,36084,158.53,86.90234375,2.202,0,100,1.622214211,
0,0,random-action-of-type-other-than:type-action:,W3,W3,15,28.19582724,90.86666667,1.61,66.67,10.775,100,5396,110.05675,52.09889323,2.502,0,0,1.521525034,
0,22,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,3,3,8,24,99.9,3,8,2892,100,54.1875,59.289,0,0,4.082482905,
0,23,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,12,24,100,2.08,99.9,20,100,44328,315.6,57.125,1.651,0,0,1.666666667,
0,24,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,63,72,99,1.05,50,51,100,43364,128.66,98.09375,1.601,0,0,1.203858531,
0,25,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,23,50,100,0.91,99.9,43,100,102144,1948.24,292.046875,3.448,0,0,1.106002527,
0,26,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,13,30,100,3.85,66.67,26,100,21552,68.13,72.359375,1.665,0,0,1.210898699,
0,27,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,17,31,99,1.96,93.33,18,100,26208,82.98,212.8203125,1.644,0,0,1.24002943,
0,28,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,14,30,100,0.75,55.56,25,100,37872,103.77,61.52734375,1.622,0,0,1.443375673,
0,29,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,23,40,81,0.83,99.9,34,100,50456,176.82,65.61328125,1.653,0,18,1.27775313,
0,30,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,49,60,100,0.85,99.9,47,100,67424,176.32,116.0859375,1.884,0,0,1.259881577,
0,31,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,12,16,96,1.92,99.9,13,100,41832,98.53,98.28515625,1.635,0,0,1.266939792,
0,32,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,6,8,34,4.55,40,8,34,5812,72.09,54.1875,1.627,0,0,1.443375673,
0,33,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,49,54,72,1.12,99.9,49,100,48552,213.67,64.19140625,2.277,0,27,1.289205128,
0,34,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,8,17,57,4.35,99.9,14,100,24140,77.23,122.5820313,1.95,0,39,1.443375673,
0,35,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,14,18,27,1.12,99.9,15,100,35484,136.75,59.484375,2.059,0,71,1.443375673,
0,36,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,18,37,100,0.85,58.33,31,100,59552,215.96,66.40625,1.631,0,0,1.443375673,
0,37,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,10,19,95,1.69,99.9,16,100,37308,87.41,184.5976563,1.659,0,0,1.443375673,
0,38,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,28,38,100,1.82,71.43,23,100,83964,276,373.7929688,4.188,0,0,1.443375673,
0,39,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,9,25,98,2.78,99.9,21,100,36492,96.91,210.7070313,1.727,0,0,1.443375673,
0,40,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,12,27,100,3.45,58.33,17,100,18900,101.28,130.921875,1.739,0,0,1.507556723,
0,41,if-then-else:state-has-not-changed:random-most-executed-action:random-least-executed-action:,G7YX,G7YX,14,30,99,1.92,99.9,23,100,41832,128.66,116.0859375,1.665,0,0,1.507556723,
0,0,random-most-executed-action:,Y,Y,3,2,2,2.99,3.7,1,100,5256,66.49,57.09765625,2.522,0,1,4.472135955,
0,42,if-then-else:equalstype:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:previous-action:random-least-executed-action:type-of-action-of:if-then-else:not:equalstype:click-action:hit-key-action:if-then-else:or:state-has-not-changed:drag-actions-available:random-action-of-type:hit-key-action:if-then-else:drag-actions-available:previous-action:previous-action:if-then-else:and:drag-actions-available:state-has-not-changed:random-action-of-type-other-than:type-action:random-action-of-type-other-than:drag-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:click-action:if-then-else:or:or:equalstype:type-of-action-of:random-action:type-of-action-of:random-most-executed-action:or:and:type-actions-available:left-clicks-available:equals:number-of-drag-actions:number-of-unexecuted-type-actions:equalstype:type-of-action-of:random-unexecuted-action-of-type:drag-action:type-of-action-of:random-action-of-type:hit-key-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-unexecuted-action:random-least-executed-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:drag-action:,G8525V5U5V5W51V5V5251G85W5GDTX5GI8B6GS7DV6GDTTGAD7W3WCW5V5VBGSS85U5YSA4HELR852C5V6GEK5XK51V5W3V5G41XGEK5XK5U25W3W5VC,G85U5W51V51G85W5GDTX5GS7DV6TWBGS85U5YSA4HELRGEK5XK51V5W3V5G41XGEK5XK5U25W3WC,19,37,96,0.89,57.14,27,100,30644,871.79,175.6796875,1.664,0,0,1.33630621,
0,43,if-then-else:equalstype:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:previous-action:random-least-executed-action:type-of-action-of:if-then-else:not:equalstype:click-action:hit-key-action:if-then-else:or:state-has-not-changed:drag-actions-available:random-action-of-type:hit-key-action:if-then-else:drag-actions-available:previous-action:previous-action:if-then-else:and:drag-actions-available:state-has-not-changed:random-action-of-type-other-than:type-action:random-action-of-type-other-than:drag-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:click-action:if-then-else:or:or:equalstype:type-of-action-of:random-action:type-of-action-of:random-most-executed-action:or:and:type-actions-available:left-clicks-available:equals:number-of-drag-actions:number-of-unexecuted-type-actions:equalstype:type-of-action-of:random-unexecuted-action-of-type:drag-action:type-of-action-of:random-action-of-type:hit-key-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-unexecuted-action:random-least-executed-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:drag-action:,G8525V5U5V5W51V5V5251G85W5GDTX5GI8B6GS7DV6GDTTGAD7W3WCW5V5VBGSS85U5YSA4HELR852C5V6GEK5XK51V5W3V5G41XGEK5XK5U25W3W5VC,G85U5W51V51G85W5GDTX5GS7DV6TWBGS85U5YSA4HELRGEK5XK51V5W3V5G41XGEK5XK5U25W3WC,31,45,96,1.92,66.67,19,100,22360,129.75,173.8164063,1.828,0,0,1.147078669,
0,44,if-then-else:equalstype:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:previous-action:random-least-executed-action:type-of-action-of:if-then-else:not:equalstype:click-action:hit-key-action:if-then-else:or:state-has-not-changed:drag-actions-available:random-action-of-type:hit-key-action:if-then-else:drag-actions-available:previous-action:previous-action:if-then-else:and:drag-actions-available:state-has-not-changed:random-action-of-type-other-than:type-action:random-action-of-type-other-than:drag-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:click-action:if-then-else:or:or:equalstype:type-of-action-of:random-action:type-of-action-of:random-most-executed-action:or:and:type-actions-available:left-clicks-available:equals:number-of-drag-actions:number-of-unexecuted-type-actions:equalstype:type-of-action-of:random-unexecuted-action-of-type:drag-action:type-of-action-of:random-action-of-type:hit-key-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-unexecuted-action:random-least-executed-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:drag-action:,G8525V5U5V5W51V5V5251G85W5GDTX5GI8B6GS7DV6GDTTGAD7W3WCW5V5VBGSS85U5YSA4HELR852C5V6GEK5XK51V5W3V5G41XGEK5XK5U25W3W5VC,G85U5W51V51G85W5GDTX5GS7DV6TWBGS85U5YSA4HELRGEK5XK51V5W3V5G41XGEK5XK5U25W3WC,19,25,97,1.27,51.06,13,100,24608,274.03,56.4140625,1.768,0,0,1.237179148,
0,45,if-then-else:equalstype:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:previous-action:random-least-executed-action:type-of-action-of:if-then-else:not:equalstype:click-action:hit-key-action:if-then-else:or:state-has-not-changed:drag-actions-available:random-action-of-type:hit-key-action:if-then-else:drag-actions-available:previous-action:previous-action:if-then-else:and:drag-actions-available:state-has-not-changed:random-action-of-type-other-than:type-action:random-action-of-type-other-than:drag-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:click-action:if-then-else:or:or:equalstype:type-of-action-of:random-action:type-of-action-of:random-most-executed-action:or:and:type-actions-available:left-clicks-available:equals:number-of-drag-actions:number-of-unexecuted-type-actions:equalstype:type-of-action-of:random-unexecuted-action-of-type:drag-action:type-of-action-of:random-action-of-type:hit-key-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-unexecuted-action:random-least-executed-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:drag-action:,G8525V5U5V5W51V5V5251G85W5GDTX5GI8B6GS7DV6GDTTGAD7W3WCW5V5VBGSS85U5YSA4HELR852C5V6GEK5XK51V5W3V5G41XGEK5XK5U25W3W5VC,G85U5W51V51G85W5GDTX5GS7DV6TWBGS85U5YSA4HELRGEK5XK51V5W3V5G41XGEK5XK5U25W3WC,5,8,14,4,99.9,7,100,11536,61.76,77.125,2.068,0,0,1.420143205,
0,46,if-then-else:equalstype:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:previous-action:random-least-executed-action:type-of-action-of:if-then-else:not:equalstype:click-action:hit-key-action:if-then-else:or:state-has-not-changed:drag-actions-available:random-action-of-type:hit-key-action:if-then-else:drag-actions-available:previous-action:previous-action:if-then-else:and:drag-actions-available:state-has-not-changed:random-action-of-type-other-than:type-action:random-action-of-type-other-than:drag-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:click-action:if-then-else:or:or:equalstype:type-of-action-of:random-action:type-of-action-of:random-most-executed-action:or:and:type-actions-available:left-clicks-available:equals:number-of-drag-actions:number-of-unexecuted-type-actions:equalstype:type-of-action-of:random-unexecuted-action-of-type:drag-action:type-of-action-of:random-action-of-type:hit-key-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-unexecuted-action:random-least-executed-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:drag-action:,G8525V5U5V5W51V5V5251G85W5GDTX5GI8B6GS7DV6GDTTGAD7W3WCW5V5VBGSS85U5YSA4HELR852C5V6GEK5XK51V5W3V5G41XGEK5XK5U25W3W5VC,G85U5W51V51G85W5GDTX5GS7DV6TWBGS85U5YSA4HELRGEK5XK51V5W3V5G41XGEK5XK5U25W3WC,8,9,60,12.5,99.9,7,100,2852,62.89,54.1875,1.749,0,0,1.582788428,
0,47,if-then-else:equalstype:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:previous-action:random-least-executed-action:type-of-action-of:if-then-else:not:equalstype:click-action:hit-key-action:if-then-else:or:state-has-not-changed:drag-actions-available:random-action-of-type:hit-key-action:if-then-else:drag-actions-available:previous-action:previous-action:if-then-else:and:drag-actions-available:state-has-not-changed:random-action-of-type-other-than:type-action:random-action-of-type-other-than:drag-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:click-action:if-then-else:or:or:equalstype:type-of-action-of:random-action:type-of-action-of:random-most-executed-action:or:and:type-actions-available:left-clicks-available:equals:number-of-drag-actions:number-of-unexecuted-type-actions:equalstype:type-of-action-of:random-unexecuted-action-of-type:drag-action:type-of-action-of:random-action-of-type:hit-key-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-unexecuted-action:random-least-executed-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:drag-action:,G8525V5U5V5W51V5V5251G85W5GDTX5GI8B6GS7DV6GDTTGAD7W3WCW5V5VBGSS85U5YSA4HELR852C5V6GEK5XK51V5W3V5G41XGEK5XK5U25W3W5VC,G85U5W51V51G85W5GDTX5GS7DV6TWBGS85U5YSA4HELRGEK5XK51V5W3V5G41XGEK5XK5U25W3WC,39,51,99,1.15,75,45,100,45376,114.63,78,1.801,0,0,1.464067993,
0,48,if-then-else:equalstype:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action:if-then-else:equalstype:type-of-action-of:random-action-of-type-other-than:type-of-action-of:if-then-else:drag-actions-available:previous-action:random-least-executed-action:type-of-action-of:if-then-else:not:equalstype:click-action:hit-key-action:if-then-else:or:state-has-not-changed:drag-actions-available:random-action-of-type:hit-key-action:if-then-else:drag-actions-available:previous-action:previous-action:if-then-else:and:drag-actions-available:state-has-not-changed:random-action-of-type-other-than:type-action:random-action-of-type-other-than:drag-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:click-action:if-then-else:or:or:equalstype:type-of-action-of:random-action:type-of-action-of:random-most-executed-action:or:and:type-actions-available:left-clicks-available:equals:number-of-drag-actions:number-of-unexecuted-type-actions:equalstype:type-of-action-of:random-unexecuted-action-of-type:drag-action:type-of-action-of:random-action-of-type:hit-key-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-unexecuted-action:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-unexecuted-action:random-least-executed-action:if-then-else:equals:number-of-actions-of-type:type-of-action-of:random-least-executed-action:number-of-actions-of-type:type-of-action-of:random-action:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:random-action-of-type-other-than:type-of-action-of:random-action-of-type:drag-action:,G8525V5U5V5W51V5V5251G85W5GDTX5GI8B6GS7DV6GDTTGAD7W3WCW5V5VBGSS85U5YSA4HELR852C5V6GEK5XK51V5W3V5G41XGEK5XK5U25W3W5VC,G85U5W51V51G85W5GDTX5GS7DV6TWBGS85U5YSA4HELRGEK5XK51V5W3V5G41XGEK5XK5U25W3WC,8,8,73,4.17,99.9,8,100,21000,41.22,186.9921875,1.924,0,0,1.520816052,
