Generation,Counter,Strategy,Short strategy,Simplified strategy,maxpath,graph-states,graph-actions,minCvg(%),maxCvg(%),abstract-states,test-actions,SUTRAM(KB),SUTCPU(%),TestRAM(MB),TestCPU(s),FAILS,random-actions, fitness,
3,0,random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,V5W5V3,V5W3,7,10,47.41842105,4.17,92.31,8,100,15056,59.43,54.25,1.598,0,0,2.42535625,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:click-action:,W5W5VB,W5WB,12,17,78,3.23,75,9,100,16364,89.53,54.25,1.797,0,52.22105263,1.856953382,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:type-action:,V5W5V5V3,V5W3,7,10,47.41842105,4.17,92.31,8,100,15056,59.43,54.25,1.598,0,0,2.42535625,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:hit-key-action:,25W526,25W6,13,18.65,97,3.92,69.2015,10.4,100,16476,95.61,54.1875,1.698,0,0,1.777514462,
3,0,random-action-of-type-other-than:type-action:,W3,W3,11,19,75,2.78,74.461,10,100,19392,115.7,54.1875,1.823,0,0,1.825741858,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:type-action:,25W5V5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:,25W3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:,25V5WB,25WB,8,9,98,2.86,71.43,7,100,11568,139.57,54.1875,1.688,0,21,2.42535625,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,2525W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:drag-action:,25W52C,25WC,8,13,68,4,92.86,9,100,14952,70,54.1875,1.736,0,0,2.182178902,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-action:,25W5V5W3,25W5W3,8,11,86,4.17,88.1,9,100,14252,92.44,54.1875,1.692,0,22,2.294157339,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type:type-action:,252525V3,23,10,12,67,4.17,90.91,8,100,14332,105.04,54.25,1.756,0,100,2.132007164,
3,2001,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,10,11,86,4.17,85.71,5,100,16620,280,54.25,1.643,0,38,2.182178902,
3,2002,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,8,7,100,4.17,66.67,6,100,9868,71.76,54.1875,1.952,0,2,2.357022604,
3,2003,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,12,11,77,2.27,99.9,10,100,12672,152.63,54.1875,1.713,0,32,2.314550249,
3,2004,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,11,16,80,3.57,70.59,12,100,16464,63.64,67.0625,1.903,0,100,2.132007164,
3,2005,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,12,18,89,3.85,61.54,13,100,9052,61.04,54.1875,1.78,0,100,2.058467424,
3,2006,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,26,48,100,1.72,33.33,13,100,33720,178.63,54.1875,1.552,0,26,1.825741858,
3,2007,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,32,47,95,1.79,50,32,100,53804,528.57,77.80078125,1.666,0,39,1.825741858,
3,2008,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,11,28,99,2.04,50,22,100,14640,197.48,54.1875,1.966,0,19,1.663780662,
3,2009,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,27,53,98,1.96,40,12,100,38228,193.81,83.34765625,1.876,0,26,1.58113883,
3,2010,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,8,9,72,8.33,99.9,7,100,22388,126.83,54.25,1.503,0,39,1.611645928,
3,2011,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,7,7,65,10,99.9,6,100,13412,123.68,54.25,1.976,0,47,1.825741858,
3,2012,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,5,5,8,8.33,99.9,5,100,4660,43.93,54.1875,1.901,0,100,1.825741858,
3,2013,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,11,10,68,2.27,99.9,7,100,21552,86.67,60.765625,1.507,0,40,1.924500897,
3,2014,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,21,42,100,1.96,40,6,100,11712,179.51,54.1875,1.641,0,11,1.825741858,
3,2015,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,14,29,99,5.88,99.9,12,100,18208,179.65,54.1875,1.789,0,24,1.825741858,
3,2016,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,32,46,100,1.75,50,12,100,72796,1583.26,60.4375,5.819,0,24,1.65238477,
3,2017,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,12,16,84,2.27,42.86,12,100,16756,67.74,54.1875,1.504,0,90,1.825741858,
3,2018,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,10,15,82,12.5,99.9,15,100,9320,170.3,54.1875,1.879,0,43,1.825741858,
3,2019,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,10,11,77,2.27,99.9,11,100,12476,156.67,54.1875,1.507,0,33,1.889822365,
3,2020,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:previous-action:,25W5V5T,25W5T,12,16,87,3.57,70.59,12,100,16464,156.67,54.1875,1.876,0,39,1.889822365,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,2525W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,W5V3,W3,11,19,75,2.78,74.461,10,100,19392,115.7,54.1875,1.823,0,0,1.825741858,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:hit-key-action:,25W5V6,25W6,13,18.65,97,3.92,69.2015,10.4,100,16476,95.61,54.1875,1.698,0,0,1.777514462,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:drag-action:,2C,2C,12,20,60,2.22,92.31,12,100,19824,93.98,54.25,1.922,0,100,1.767766953,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,2021,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,4,3,5,4.17,99.9,3,100,4732,77.5,54.1875,1.581,0,95,3.77964473,
3,2022,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,7,6,85,8.33,99.9,5,100,13080,49.47,54.25,1.432,0,15,2.773500981,
3,2023,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,20,36,99,2.22,99.9,31,100,46100,96.91,72.515625,1.808,0,1,1.912730139,
3,2024,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,19,22,99,1.69,99.9,19,100,38808,69.06,93.03125,2.379,0,1,1.561737619,
3,2025,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,9,10,94,2.33,99.9,9,100,19676,69.63,66.4140625,1.473,0,6,1.714985851,
3,2026,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,12,15,99,2.08,99.9,12,100,22376,51.24,66.765625,1.765,0,1,1.777046633,
3,2027,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,9,8,96,8.33,99.9,8,100,13760,63.51,54.25,1.672,0,4,1.924500897,
3,2028,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,8,10,92,4,99.9,8,100,15264,61.6,54.1875,1.647,0,8,1.924500897,
3,2029,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,18,19,30,1.82,50,19,29,34936,123.74,54.25,1.877,0,0,1.924500897,
3,2030,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,10,29,99,1.59,90.91,27,100,27940,168.6,54.1875,1.659,0,1,1.856953382,
3,2031,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,24,38,100,2,70.59,11,100,13284,121.99,54.1875,1.63,0,0,1.79605302,
3,2032,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,36,39,50,1.11,99.9,36,49,48644,174.38,58,1.837,0,0,1.660909597,
3,2033,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,12,16,100,3.57,63.64,13,100,9144,72.09,54.1875,1.76,0,0,1.79605302,
3,2034,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,30,44,100,1.96,50,18,100,25300,165.15,54.1875,1.703,0,0,1.619173507,
3,2035,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,15,18,53,1.15,50,17,52,35180,137.11,54.1875,1.788,0,0,1.714985851,
3,2036,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,14,22,100,3.13,58.82,15,100,12540,138.24,54.1875,1.672,0,0,1.64538014,
3,2037,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,17,25,100,2,86.96,8,100,9368,149.6,54.1875,1.751,0,0,1.643989873,
3,2038,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,13,19,100,3.7,50,13,100,10444,64.29,54.1875,1.709,0,0,1.643989873,
3,2039,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,45,54,100,1.96,31.82,7,100,9864,166.37,54.1875,1.707,0,0,1.643989873,
3,2040,if-then-else:equals:number-of-drag-actions:number-of-previous-actions:random-most-executed-action:random-unexecuted-action:,GELNY1,GELNY1,15,22,99,2.22,90.91,13,100,19676,107.0044614,54.25,1.709,0,1,1.643989873,
3,0,random-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,V5W5V3,V5W3,7,10,47.41842105,4.17,92.31,8,100,15056,59.43,54.25,1.598,0,0,2.42535625,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-action:,25W523,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:click-action:,W5V52B,WB,6,7,85,4.76,83.33,6,100,7448,112.86,54.1875,1.641,0,37,2.773500981,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:hit-key-action:,25W5V6,25W6,13,18.65,97,3.92,69.2015,10.4,100,16476,95.61,54.1875,1.698,0,0,1.777514462,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action:,25W5V5U,25W5U,8.324935501,10,91,4.76,99.9,7.691520468,100,13484,68.89,54.1875,1.680923684,0,39,2.336031919,
3,0,random-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:,V525WB,V5WB,6,6,84,4,75.20519814,6,100,8260,118.99,54.1875,1.686,0,13,2.886751346,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:drag-action:,25W5VC,25WC,8,13,68,4,92.86,9,100,14952,70,54.1875,1.736,0,0,2.182178902,
3,0,random-unexecuted-action-of-type:drag-action:,2C,2C,12,20,60,2.22,92.31,12,100,19824,93.98,54.25,1.922,0,100,1.767766953,
3,0,random-unexecuted-action-of-type:type-action:,23,23,10,12,67,4.17,90.91,8,100,14332,105.04,54.25,1.756,0,100,2.132007164,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-of-action-of:random-action-of-type:type-action:,25W5V5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,2525W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
3,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
4,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:click-action:,25W5VB,25WB,8,9,98,2.86,71.43,7,100,11568,139.57,54.1875,1.688,0,21,2.42535625,
4,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type-other-than:type-action:,25W5W3,25W5W3,8,11,86,4.17,88.1,9,100,14252,92.44,54.1875,1.692,0,22,2.294157339,
4,0,random-action-of-type:type-action:,V3,V3,9.6,12,44,3.23,91.67,10,100,17385.2,80.34,54.1875,1.762,0,100,2.151657415,
4,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W525W5V3,25W5W3,8,11,86,4.17,88.1,9,100,14252,92.44,54.1875,1.692,0,22,2.294157339,
4,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:click-action:,25WB,25WB,8,9,98,2.86,71.43,7,100,11568,139.57,54.1875,1.688,0,21,2.42535625,
4,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
4,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
4,0,random-most-executed-action:,Y,Y,3.55,3,3,8,16.67,3,100,2520,68.61,54.1875,2.13,0,2,3.907323326,
4,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
4,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
4,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
4,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
4,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
4,0,random-unexecuted-action-of-type:type-of-action-of:random-action-of-type-other-than:type-of-action-of:random-action-of-type:type-action:,25W5V3,25W3,18.8,27,100,2,75,17,100,22316,139.29,54.25,1.698,0,1,1.477635311,
