Subpopulation,Counter,Strategy,Short strategy,Simplified strategy,maxpath,graph-states,graph-actions,minCvg(%),maxCvg(%),abstract-states,test-actions,SUTRAM(KB),SUTCPU(%),TestRAM(MB),TestCPU(s),FAILS,random-actions,fitness,timestamp
0,1,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,147,181,260,0,66.67,120,277,174720,142.78,493.5820313,23.687,0,1,0.6383816,22-11-2017 21:18
0,2,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,89.74,177,270.2,0.953473684,99.9,120,605,213420,314.29,716.921875,22.762,0,0,0.612288252,22-11-2017 21:27
0,3,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,134,288,610,0.74,99.9,174,676,215620,945.87,989.875,25.912,0,71,0.71588546,22-11-2017 21:38
0,4,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,31,88,307,0.7,99.9,58,450,159840,446.67,873.3710938,29.303,0,144,0.795557284,22-11-2017 21:49
0,5,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,24,65,252,0.75,93.33,43,253,215148,527.83,989.875,38.125,0,2,0.810307854,22-11-2017 21:56
0,6,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,93,112,174,0.64,50,90,176,135820,427.69,641.6132813,33.998,0,47,0.804328699,22-11-2017 22:01
0,7,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,69,88,214,0,50,71,221,223272,166.76,944.1054688,28.447,0,49,0.793051586,22-11-2017 22:09
0,8,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,45,63,110,0,64.29,51,110,137188,353.9,639.5195313,28.812,0,6,0.811312423,22-11-2017 22:16
0,10,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,103,128,204,0.68,66.67,84,204,195284,238.15,587.0585938,26.46,0,31,0.815643539,22-11-2017 22:25
0,11,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,81,100,157,0.81,53.33,67,162,179428,1108.15,660.109375,25.929,0,43,0.793051586,22-11-2017 22:31
0,12,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,44,59,126,0.49,80,43,128,133548,702.61,448.5820313,25.24,0,15,0.814105663,22-11-2017 22:36
0,15,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,62.85,88,174,0.6955,93.33,67,253,183937.6,446.67,801.0351563,28.447,0,47,0.81419296,22-11-2017 23:10
0,16,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,219,270,799,0.64,90,133,871,392720,187.43,989.875,61.236,0,38,0.496946137,22-11-2017 23:39
0,17,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,221,289,680,0.62,77.78,139,700,357736,150.1,989.875,33.141,0,42,0.489985956,23-11-2017 00:10
0,18,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,37,80,446,1.33,55.56,44,463,155228,280.3,989.875,201.44,0,19,0.505199365,23-11-2017 01:00
0,20,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,98,129,388,0.64,83.33,93,563,301632,125.69,989.875,46.89,0,57,0.542379322,23-11-2017 02:09
0,21,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,71,83,199,1.33,66.67,63,234,95324,356.24,928.0273438,48.566,0,23,0.551950828,23-11-2017 02:53
0,22,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,62,86,178,0.65,50,67,184,273288,107.25,826.0820313,44.04,0,33,0.672672794,23-11-2017 03:24
0,23,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,106,145,564,0.46,87.5,105,604,436524,444.58,989.875,36.545,0,57,0.641500299,23-11-2017 03:41
0,25,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,92,129,446,0.7,83.33,77.65789474,604,208140,444.58,726.6601563,42.656,0,50,0.672672794,23-11-2017 04:57
0,28,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,324,417,600,0.69,99.9,268,712,226992,247.38,989.875,23.817,0,610,0.854357658,23-11-2017 05:56
0,30,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,60,73,141,0.7,83.33,50,225,166660,932.3142368,597.3314453,22.727,0,157,0.86710997,23-11-2017 06:03
0,31,if-then-else:and:equalstype:type-of-action-of:random-action-of-type-other-than:hit-key-action:type-of-action-of:if-then-else:not:equals:number-of-left-clicks:number-of-actions:if-then-else:equals:number-of-previous-actions:number-of-type-actions:random-action-of-type-other-than:hit-key-action:random-action-of-type:type-action:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:equalstype:drag-action:type-of-action-of:if-then-else:equals:number-of-left-clicks:number-of-previous-actions:random-unexecuted-action-of-type:hit-key-action:random-action-of-type:hit-key-action:if-then-else:equals:number-of-actions-of-type:click-action:number-of-actions-of-type:type-of-action-of:previous-action:random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:previous-action:random-least-executed-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-action-of-type:type-of-action-of:random-least-executed-action:random-action-of-type-other-than:hit-key-action:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:,GA85W65GIEMJGENOW6V325Y8C5GEMN26V6GEKBK5TV5G7TX25G4V5XW625Y,GA85W65GIEMJGENOW6V325Y8C5GEMN26V6GEKBK5TV5G7TX25G4V5XW625Y,84,101,153,0,60,64,156,252788,339.11,925.59375,51.26,0,116,0.908757175,23-11-2017 06:10
0,33,if-then-else:and:equalstype:type-of-action-of:random-action-of-type-other-than:hit-key-action:type-of-action-of:if-then-else:not:equals:number-of-left-clicks:number-of-actions:if-then-else:equals:number-of-previous-actions:number-of-type-actions:random-action-of-type-other-than:hit-key-action:random-action-of-type:type-action:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:equalstype:drag-action:type-of-action-of:if-then-else:equals:number-of-left-clicks:number-of-previous-actions:random-unexecuted-action-of-type:hit-key-action:random-action-of-type:hit-key-action:if-then-else:equals:number-of-actions-of-type:click-action:number-of-actions-of-type:type-of-action-of:previous-action:random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:previous-action:random-least-executed-action:random-unexecuted-action-of-type:type-of-action-of:if-then-else:type-actions-available:random-action-of-type:type-of-action-of:random-least-executed-action:random-action-of-type-other-than:hit-key-action:random-unexecuted-action-of-type:type-of-action-of:random-most-executed-action:,GA85W65GIEMJGENOW6V325Y8C5GEMN26V6GEKBK5TV5G7TX25G4V5XW625Y,GA85W65GIEMJGENOW6V325Y8C5GEMN26V6GEKBK5TV5G7TX25G4V5XW625Y,46.98,73,123,0.7,99.9,57,457,169784,339.11,787.0742188,24.73485,0,446,0.912947011,23-11-2017 06:17
0,36,random-unexecuted-action-of-type:type-of-action-of:if-then-else:type-actions-available:previous-action:random-action:,25G4TU,25G4TU,232,334,552,0.64,66.67,200,563,399280,595.48,989.875,29.444,0,11,0.776150526,23-11-2017 06:40
0,38,random-unexecuted-action-of-type:type-of-action-of:if-then-else:type-actions-available:previous-action:random-action:,25G4TU,25G4TU,89,114,183,0.65,80,64,185,176960,553.83,989.875,18.917,0,2,0.776150526,23-11-2017 06:51
0,39,random-unexecuted-action-of-type:type-of-action-of:if-then-else:type-actions-available:previous-action:random-action:,25G4TU,25G4TU,78,89,155,0.640605263,81.25,64,428,215332,295.2,989.875,30.534,0,6,0.773823233,23-11-2017 06:56
0,41,random-action-of-type-other-than:hit-key-action:,W6,W6,96.82588203,116.1,168,0.68,79.53236842,83.85,230,206280,214.99,989.875,27.936,0,30,0.685307954,23-11-2017 07:05
0,46,random-unexecuted-action-of-type:type-of-action-of:if-then-else:greater-than:number-of-unexecuted-left-clicks:random-number:random-most-executed-action:if-then-else:type-actions-available:random-most-executed-action:random-unexecuted-action-of-type:type-action:,25GFQZYG4Y23,25GFQZYG4Y23,48,67,101,0.71,99.9,54,419.45,164537.6,229.51,844.0820313,28.878,0,414.95,0.932504808,23-11-2017 08:32
0,47,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:type-of-action-of:previous-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH785T5X2BVB,V5GAA4SH785T5X2BVB,72,80,105,0,66.67,60,108,181612,84.53,771.7304688,28.729,0,12,0.766964989,23-11-2017 08:38
0,48,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:type-of-action-of:previous-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH785T5X2BVB,V5GAA4SH785T5X2BVB,41,48,89,0,66.67,31,106,188312,192.08,928.0039063,56.241,0,7,0.774818077,23-11-2017 08:45
0,49,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:type-of-action-of:previous-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH785T5X2BVB,V5GAA4SH785T5X2BVB,119,163,247,0.38,68.75,113,265,181448,198.31,989.875,31.793,0,21,0.766964989,23-11-2017 08:56
0,50,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:type-of-action-of:previous-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH785T5X2BVB,V5GAA4SH785T5X2BVB,211,275,382,0.65,99.9,193,399,338836,226.89,989.875,21.57,0,21,0.733235575,23-11-2017 09:08
0,53,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:type-of-action-of:previous-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH785T5X2BVB,V5GAA4SH785T5X2BVB,53,66,110,0,50,50,116,213388,203.67,989.875,25.671,0,9,0.790569415,23-11-2017 09:57
0,54,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:type-of-action-of:previous-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH785T5X2BVB,V5GAA4SH785T5X2BVB,72,98,165.1575,0.65,99.9,73.15,353,223004,193.8,989.875,31.793,0,11,0.766964989,23-11-2017 10:11
0,56,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:click-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH78B5X2BVB,V5GAA4SH78B5X2BVB,42,55,88,0.71,99.9,38,192,252860,654.71,989.875,42.117,0,8,0.821501965,23-11-2017 10:23
0,57,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:click-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH78B5X2BVB,V5GAA4SH78B5X2BVB,64,103,256,0.75,76.92,75,298,271204,128.42,989.875,37.992,0,11,0.817351409,23-11-2017 10:37
0,58,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:click-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH78B5X2BVB,V5GAA4SH78B5X2BVB,72,110,180,0.71,99.9,84,275,220188,211.04,989.875,27.359,0,16,0.773823233,23-11-2017 10:49
0,59,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:click-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH78B5X2BVB,V5GAA4SH78B5X2BVB,72,86,128,0.56,99.9,62,334,236312,238.99,989.875,24.688,0,13,0.790344917,23-11-2017 11:01
0,60,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:click-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH78B5X2BVB,V5GAA4SH78B5X2BVB,66,75,116,0,50,46,125,175316,192.48,926.796875,381.935,0,19,0.791169013,23-11-2017 11:14
0,61,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:click-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH78B5X2BVB,V5GAA4SH78B5X2BVB,57,127,228,0.75,66.67,54,251,200044,803.29,989.875,68.92,0,17,0.790235616,23-11-2017 11:29
0,62,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:click-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH78B5X2BVB,V5GAA4SH78B5X2BVB,109,131,180,0.64,66.67,92,195,245916,143.87,989.875,34.407,0,28,0.769230769,23-11-2017 11:39
0,65,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:click-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH78B5X2BVB,V5GAA4SH78B5X2BVB,58,120,202,0,99.9,85,486,230232,336.56,989.875,18.07,0,16,0.815998068,23-11-2017 12:04
0,66,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:click-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH78B5X2BVB,V5GAA4SH78B5X2BVB,36,54,104,0.65,99.9,35,185,211748,157.64,932.546875,32.034,0,5,0.82313974,23-11-2017 12:01
0,67,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:click-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH78B5X2BVB,V5GAA4SH78B5X2BVB,36,55,152,0.68,91.67,29,333,195236,20276.16,989.875,28.687,0,6,0.83624201,23-11-2017 12:14
0,68,random-action-of-type:type-of-action-of:if-then-else:and:and:type-actions-available:or:left-clicks-available:state-has-not-changed:equalstype:click-action:type-of-action-of:random-least-executed-action:random-unexecuted-action-of-type:click-action:random-action-of-type:click-action:,V5GAA4SH78B5X2BVB,V5GAA4SH78B5X2BVB,58,86,152,0.71,76.92,58.15,251,213692,194.68,989.875,42.117,0,13,0.833333333,23-11-2017 12:24
0,69,if-then-else:equals:number-of-type-actions:random-number:random-least-executed-action:random-unexecuted-action-of-type:click-action:,GEOZX2B,GEOZX2B,209,266,439,0.61,99.9,178,454,296436,145.65,989.875,33.375,0,63,0.842151921,23-11-2017 12:44
0,70,if-then-else:equals:number-of-type-actions:random-number:random-least-executed-action:random-unexecuted-action-of-type:click-action:,GEOZX2B,GEOZX2B,60,70,114,0,99.9,55,114,192264,164.49,819.421875,33.501,0,10,0.824786099,23-11-2017 12:51
0,1461,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,93,255,394,1.2,99.9,204,612,202236,668.45,512.9492188,10.787,0,0,0.536056267,15-11-2017 19:47
0,1462,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,59,84,141,1.35,99.9,66,156,149508,604.9,219.1601563,12.443,0,0,0.638225646,15-11-2017 19:50
0,1463,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,115,287,498,0.53,99.9,222,594,271940,950,774.1875,12.74,0,0,0.616041104,15-11-2017 19:57
0,1464,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,57,88,133,1.35,66.67,74,161,118172,353.54,312.3320313,13.085,0,0,0.647693662,15-11-2017 20:00
0,1465,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,132,142,213,0.67,53.33,77,216,110540,266.67,303.0976563,13.133,0,0,0.65892702,15-11-2017 20:04
0,1466,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,151,335,663,1.18,99.9,215,1000,259308,431.2,989.875,11.78,0,0,0.582551728,15-11-2017 20:16
0,1467,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,126,266,385,0.62,50,198,415,263928,411.9,654.7890625,35.859,0,0,0.565793205,15-11-2017 20:24
0,1468,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,131,256,495,1.06,99.9,189,590,318016,607.78,726.1835938,16.642,0,0,0.51164451,15-11-2017 20:34
0,1470,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,172,268,484,0.62,99.9,218,605,291636,873.99,989.875,43.752,0,0,0.51164451,15-11-2017 20:49
0,1471,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,86,249,394,0.97,99.9,210,581,304012,484.01,827.0820313,16.801,0,0,0.524142418,15-11-2017 21:03
0,1472,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,77,186,323,1.28,99.9,141,1000,314284,314.29,944.0273438,21.362,0,321,0.524142418,15-11-2017 21:19
0,1473,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,155,286,459,0.72,99.9,211,1000,263196,310.44,989.875,26.224,0,202,0.524142418,15-11-2017 21:40
0,1474,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,49,59,106,1.37,99.9,49,113,242184,152,516.6171875,29.159,0,0,0.524142418,15-11-2017 21:46
0,1475,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,9,22,53,4.76,99.9,15,1000,48388,218.33,782.5117188,27.871,0,323,0.594648459,15-11-2017 22:03
0,1476,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,5,6,7,0,99.9,4,1000,39132,97.89,397.546875,28.904,0,496,0.602375028,15-11-2017 22:17
0,1477,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,5,7,12,0,99.9,5,1000,213420,181.52,459.875,23.585,0,494,0.637989384,15-11-2017 22:27
0,1479,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,6,8,11,0,99.9,5,1000,47684,230.75,640.7695313,22.762,0,493,0.675737378,15-11-2017 22:44
0,1480,if-then-else:greater-than:number-of-left-clicks:number-of-type-actions:random-action-of-type:click-action:random-unexecuted-action:,GFMOVB1,GFMOVB1,74.8,139.9,213,0.97,99.9,77,605,213420,314.29,726.1835938,22.762,0,0,0.682470648,15-11-2017 23:00
0,1482,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,131,290,479,0,99.9,221,759,257596,166.62,989.875,20.063,0,347,0.487370179,16-11-2017 00:12
0,1483,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,114,200,424,0.67,99.9,153,681,371004,208.66,989.875,24.828,0,288,0.509426708,16-11-2017 01:09
0,1485,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,16,34,47,2.56,99.9,26,706,88452,203.83,768.3164063,37.742,0,665,0.659667348,16-11-2017 01:35
0,1486,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,18,22,26,0,99.9,18,610,172820,155.39,801.0351563,21.964,0,592,0.736942821,16-11-2017 01:58
0,1487,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,95,131,248,0.53,93.55,83,253,256420,307.46,989.875,29.718,0,28,0.738031547,16-11-2017 02:07
0,1495,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,81,90,134,0.61,53.33,68,136,202052,117.65,989.875,26.677,0,25,1.622214211,16-11-2017 03:15
0,1499,random-unexecuted-action-of-type:type-of-action-of:previous-action:,25T,25T,42,58,102,0.74,99.9,44,269,228496,201.37,989.875,27.717,0,170,1.622214211,16-11-2017 04:17
0,1501,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,21,42,284,1.27,77.42,27,717,141788,109.19,543.8007813,39.319,0,2,1.259881577,16-11-2017 04:59
0,1502,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,54,115,652,0.95,99.9,63,772,164988,155.05,989.875,40.038,0,50,0.769230769,16-11-2017 05:25
0,1508,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,21,21,25,0,33.33,18,215,235580,67251.83,476.8007813,28.265,0,10,4.472135955,16-11-2017 06:21
0,1513,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,151,549,932,1.69,99.9,113,1000,156840,270.78,763.0664063,30.031,0,74,4.472135955,16-11-2017 08:38
0,1516,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,11,16,22,3.57,99.9,9,1000,46020,989.72,383.4453125,13.937,0,995,4.472135955,16-11-2017 09:32
0,1517,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,228,619,836,0.69,99.9,173,921,269832,415.43,697.6328125,15.367,0,137,4.472135955,16-11-2017 09:42
0,1518,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,123,491,889,0.84,99.9,127,1000,244180,766.13,696.7695313,27.703,0,106,4.472135955,16-11-2017 09:55
0,1519,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,281,467,870,2.17,68.48,150,1000,208140,2556.39,645.671875,42.656,0,89,4.472135955,16-11-2017 10:10
0,1520,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,92,295,619,0.7,99.9,157,1000,246500,918.8,726.6601563,16.363,0,141,4.472135955,16-11-2017 10:19
0,1521,random-action-of-type-other-than:type-of-action-of:if-then-else:type-actions-available:random-most-executed-action:random-action:,W5G4YU,W5G4YU,11,16,22,0.84,99.9,9,215,46020,1905.51,328.2654297,30.031,0,10,1.924500897,16-11-2017 10:29
0,1523,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,44,87,184,0.69,99.9,56,198,164088,438.92,526.1875,13.226,0,173,0.873704057,16-11-2017 10:34
0,1524,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,53,114,300,0.9,99.9,81,1000,389520,1533.84,743.3007813,16.097,0,647,0.83624201,16-11-2017 10:45
0,1527,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,11,15,21,1.54,99.9,11,1000,146512,331.65,422.5625,20.338,0,503,0.960178226,16-11-2017 10:59
0,1528,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,60,83,150,0.69,99.9,56,260,115660,1248.3,467.53125,24.154,0,157,0.956281773,16-11-2017 11:04
0,1529,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,47,69,149,0.71,55.56,34,163,126552,1530.61,450.2890625,22.103,0,140,0.928476691,16-11-2017 11:07
0,1530,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,63,73,101,0.64,83.33,50,107,125340,1504.8,358.4257813,22.727,0,92,0.928476691,16-11-2017 11:10
0,1531,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,61,71,101,0.64,66.67,48,104,110480,487.47,638.2539063,21.681,0,91,0.90535746,16-11-2017 11:14
0,1532,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,90,113,186,0.7,88.24,83,225,186592,475.42,837.453125,24.073,0,176,0.901669635,16-11-2017 11:19
0,1533,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,133,195,306,0.7,68.75,121,332,172864,1070.47,612.015625,24.901,0,314,0.844651635,16-11-2017 11:25
0,1534,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,44,59,141,0.7,99.9,48,1000,337656,913.18,830.0195313,18.002,0,788,0.890870806,16-11-2017 11:40
0,1535,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,121,144,205,0.75,99.9,93,227,241564,1554.53,394.8945313,15.297,0,220,0.83624201,16-11-2017 11:45
0,1536,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,73,102,214,0.75,60,57,240,155128,831.31,474.6484375,25.137,0,213,0.83624201,16-11-2017 11:50
0,1538,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,73,76,106,0.63,99.9,55,214,139020,439.2,284.8007813,21.132,0,80,0.857492926,16-11-2017 11:56
0,1540,random-action-of-type:type-of-action-of:if-then-else:state-has-not-changed:random-action:random-most-executed-action:,V5G7UY,V5G7UY,31,54,99,0.66,99.9,44,195,140384,1578.46,345.03125,23.744,0,93,0.890870806,16-11-2017 12:02
